"","X","nugget_id","nugget_page_loaded_ms","upworthy_loaded_ms","facebook_loaded_ms","youtube_loaded_ms","new_visitor","device_type","bounced","quick_exit_status","quick_exit_10","quick_exit_30","yt_video","load_all","max_load_time","log_max_load_time","max_load_time_capped","bounced_num","quick_exit_10_num","quick_exit_30_num"
"3409",3409,"550a0d356235630024880000",NA,NA,4867,21370,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3410",3410,"5525c0b5646532002c380000",NA,NA,3804,6856,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3411",3411,"550a0d356235630024880000",4061,4090,14213,20190,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20190,9.91294271130688,20190,1,0,0
"3412",3412,"5525c0b5646532002c380000",2882,3167,4438,10411,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10411,9.25061821847475,10411,0,0,0
"3413",3413,"5525c0b5646532002c380000",1820,1834,3405,4798,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4798,8.47595444339964,4798,0,0,0
"3414",3414,"550a0d356235630024880000",3392,3651,8072,12924,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12924,9.46684132694439,12924,1,0,0
"3415",3415,"550a0d356235630024880000",5810,5841,13574,24690,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",24690,10.1141535823392,24690,1,0,0
"3416",3416,"5525c0b5646532002c380000",4222,4237,7828,10857,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10857,9.29256531223185,10857,0,0,0
"3417",3417,"550a0d356235630024880000",7141,7155,29607,37231,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",37231,10.5248970265651,35924,1,0,1
"3418",3418,"550a0d356235630024880000",14908,9437,20955,23038,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23038,10.0449003054865,23038,1,0,1
"3419",3419,"550a0d356235630024880000",11902,12257,14095,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3420",3420,"5525c0b5646532002c380000",1164,1165,3181,4685,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4685,8.45212119467252,4685,0,0,0
"3421",3421,"5525c0b5646532002c380000",8770,9025,15573,NA,"New","Mobile","No","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,0,1,1
"3422",3422,"5525c0b5646532002c380000",4417,4428,11539,15734,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",15734,9.66357925488919,15734,0,0,0
"3423",3423,"5525c0b5646532002c380000",5546,5566,10621,22988,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",22988,10.0427276196276,22988,0,0,0
"3424",3424,"550a0d356235630024880000",NA,NA,26979,28204,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3425",3425,"5525c0b5646532002c380000",NA,NA,NA,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3426",3426,"550a0d356235630024880000",6699,6714,17153,27531,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",27531,10.2230679214871,27531,1,0,0
"3427",3427,"5525c0b5646532002c380000",6460,6466,7482,13350,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13350,9.4992716638284,13350,0,0,0
"3428",3428,"5525c0b5646532002c380000",4284,4296,9529,11456,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11456,9.34626888920043,11456,0,0,0
"3429",3429,"5525c0b5646532002c380000",3840,3846,5961,9661,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9661,9.17585244151751,9661,1,0,0
"3430",3430,"550a0d356235630024880000",9855,10653,18908,25030,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",25030,10.1278303844258,25030,1,0,0
"3431",3431,"550a0d356235630024880000",2727,2750,5154,14083,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14083,9.55272367519805,14083,1,0,0
"3432",3432,"550a0d356235630024880000",3886,3904,6810,17420,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",17420,9.76537425040649,17420,1,0,1
"3433",3433,"550a0d356235630024880000",9658,9798,17029,23614,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",23614,10.0695950354671,23614,1,0,0
"3434",3434,"550a0d356235630024880000",1404,1412,3261,4975,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",4975,8.51218064959269,4975,1,0,0
"3435",3435,"550a0d356235630024880000",3015,3027,6756,9180,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",9180,9.12478248361454,9180,1,0,1
"3436",3436,"550a0d356235630024880000",NA,NA,5514,20663,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3437",3437,"550a0d356235630024880000",2375,2382,7737,9793,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",9793,9.1894231237208,9793,1,0,1
"3438",3438,"550a0d356235630024880000",13275,13328,17517,21434,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",21434,9.97273372527294,21434,1,0,1
"3439",3439,"550a0d356235630024880000",47023,47679,49917,64149,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",64149,11.0689637814577,35924,1,0,1
"3440",3440,"550a0d356235630024880000",1989,1995,2526,11671,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11671,9.36486241141235,11671,1,0,0
"3441",3441,"550a0d356235630024880000",2495,2511,4563,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3442",3442,"5525c0b5646532002c380000",2800,2808,5569,10250,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10250,9.23503298456655,10250,0,0,0
"3443",3443,"5525c0b5646532002c380000",NA,NA,59013,45653,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3444",3444,"550a0d356235630024880000",NA,NA,89424,157645,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3445",3445,"550a0d356235630024880000",5358,8058,12326,18378,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18378,9.81890957606083,18378,1,0,1
"3446",3446,"550a0d356235630024880000",3361,3368,4690,20000,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20000,9.90348755253613,20000,1,0,0
"3447",3447,"550a0d356235630024880000",1687,1691,3399,6996,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",6996,8.85309383613849,6996,1,0,1
"3448",3448,"550a0d356235630024880000",NA,NA,38452,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3449",3449,"550a0d356235630024880000",2934,3454,6166,17629,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17629,9.77730055228574,17629,1,0,0
"3450",3450,"550a0d356235630024880000",3502,3718,7099,13849,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13849,9.53596830684272,13849,1,0,0
"3451",3451,"550a0d356235630024880000",31927,31960,32671,74459,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",74459,11.218003917307,35924,1,0,1
"3452",3452,"550a0d356235630024880000",6450,6456,8144,19770,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19770,9.89192091616466,19770,1,0,0
"3453",3453,"550a0d356235630024880000",7414,7424,20003,26206,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",26206,10.1737436711645,26206,1,0,0
"3454",3454,"550a0d356235630024880000",2047,2054,3199,5383,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",5383,8.59100111856096,5383,1,0,1
"3455",3455,"550a0d356235630024880000",3556,4152,9292,17237,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",17237,9.75481351515439,17237,1,0,1
"3456",3456,"550a0d356235630024880000",9213,9404,25444,34303,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",34303,10.4429880928862,34303,1,0,1
"3457",3457,"550a0d356235630024880000",4417,4600,5758,13220,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13220,9.48948611340568,13220,1,0,0
"3458",3458,"550a0d356235630024880000",4904,4926,7350,30508,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",30508,10.3257442232841,30508,1,0,0
"3459",3459,"550a0d356235630024880000",1463,1469,2481,4260,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",4260,8.35702443926342,4260,1,0,0
"3460",3460,"550a0d356235630024880000",8892,9147,16926,27893,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",27893,10.2361310402724,27893,1,0,0
"3461",3461,"550a0d356235630024880000",NA,NA,4047,13662,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3462",3462,"550a0d356235630024880000",12382,12412,15031,18782,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18782,9.84065424336456,18782,1,0,1
"3463",3463,"550a0d356235630024880000",1394,1399,3014,6668,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6668,8.80507524387068,6668,1,0,0
"3464",3464,"550a0d356235630024880000",5873,5883,7949,35287,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",35287,10.4712699031379,35287,1,0,0
"3465",3465,"550a0d356235630024880000",6301,6790,15184,23462,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",23462,10.0631373700657,23462,1,0,0
"3466",3466,"550a0d356235630024880000",3683,3693,10904,13338,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13338,9.49837238319225,13338,1,0,1
"3467",3467,"550a0d356235630024880000",1770,1779,2030,8908,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",8908,9.09470502837726,8908,1,0,1
"3468",3468,"550a0d356235630024880000",8270,8282,15358,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3469",3469,"550a0d356235630024880000",NA,6171,14705,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3470",3470,"550a0d356235630024880000",NA,NA,4096,6920,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3471",3471,"550a0d356235630024880000",2635,3194,6729,10563,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",10563,9.26511260782316,10563,1,0,0
"3472",3472,"550a0d356235630024880000",4488,4504,10072,16834,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16834,9.73115592977152,16834,1,0,1
"3473",3473,"550a0d356235630024880000",7376,7533,15147,22209,"New","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","Load",22209,10.0082528911112,22209,1,1,1
"3474",3474,"550a0d356235630024880000",3322,3335,7639,9073,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9073,9.11305824916963,9073,0,0,0
"3475",3475,"550a0d356235630024880000",15848,15744,17922,22606,"New","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","Load",22606,10.0259706367507,22606,1,1,1
"3476",3476,"550a0d356235630024880000",3155,3168,10330,13301,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13301,9.4955944993533,13301,1,0,0
"3477",3477,"5525c0b5646532002c380000",6722,7107,9895,23675,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",23675,10.0721749180543,23675,0,0,0
"3478",3478,"550a0d356235630024880000",3664,3672,4368,9813,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",9813,9.19146331620649,9813,1,0,1
"3479",3479,"5525c0b5646532002c380000",2683,2692,5116,9663,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9663,9.17605943799931,9663,0,0,0
"3480",3480,"5525c0b5646532002c380000",NA,NA,1245,2446,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"3481",3481,"5525c0b5646532002c380000",4051,4059,10537,12848,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12848,9.46094343618654,12848,0,0,0
"3482",3482,"5525c0b5646532002c380000",2087,2105,2564,10024,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10024,9.2127374965759,10024,0,0,0
"3483",3483,"550a0d356235630024880000",3709,3728,8410,17768,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17768,9.78515436557426,17768,1,0,0
"3484",3484,"5525c0b5646532002c380000",2258,2263,3215,6040,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6040,8.70615929092886,6040,0,0,0
"3485",3485,"550a0d356235630024880000",6172,6564,15419,22852,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22852,10.0367939198444,22852,1,0,0
"3486",3486,"550a0d356235630024880000",10168,10540,23260,32813,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",32813,10.3985800573131,32813,1,0,1
"3487",3487,"5525c0b5646532002c380000",351748,351791,1717243,1755210,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",1755210,14.3780990658433,35924,1,0,0
"3488",3488,"550a0d356235630024880000",6672,6676,14467,19207,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19207,9.86303007490485,19207,1,0,0
"3489",3489,"550a0d356235630024880000",1452,1457,3646,7349,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7349,8.90231952852887,7349,1,0,0
"3490",3490,"5525c0b5646532002c380000",7695,8050,10354,26522,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",26522,10.1857298562375,26522,1,0,0
"3491",3491,"550a0d356235630024880000",6089,6096,7549,31329,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",31329,10.3522994651477,31329,1,0,0
"3492",3492,"5525c0b5646532002c380000",47041,46839,54062,69610,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",69610,11.1506635141627,35924,0,0,0
"3493",3493,"5525c0b5646532002c380000",11194,11210,18171,26579,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26579,10.1878767092871,26579,0,0,0
"3494",3494,"5525c0b5646532002c380000",1915,1918,3387,7081,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7081,8.86517041965177,7081,1,0,0
"3495",3495,"5525c0b5646532002c380000",1571,1575,2254,10713,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10713,9.27921323626256,10713,0,0,0
"3496",3496,"550a0d356235630024880000",3644,3832,7519,14542,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14542,9.58479629321,14542,1,0,0
"3497",3497,"5525c0b5646532002c380000",2546,3212,5037,7240,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7240,8.88737648537976,7240,1,0,0
"3498",3498,"5525c0b5646532002c380000",2634,2640,4053,8913,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8913,9.09526616413072,8913,0,0,0
"3499",3499,"550a0d356235630024880000",8042,8060,12110,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3500",3500,"550a0d356235630024880000",2821,2833,5828,15590,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15590,9.65438496205182,15590,1,0,0
"3501",3501,"5525c0b5646532002c380000",2949,2960,3544,12271,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12271,9.41499403397655,12271,0,0,0
"3502",3502,"550a0d356235630024880000",NA,NA,NA,22789,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"3503",3503,"550a0d356235630024880000",4596,6254,20960,27917,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",27917,10.2369911012464,27917,0,0,0
"3504",3504,"550a0d356235630024880000",3571,3580,6894,12874,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12874,9.46296505261256,12874,1,0,0
"3505",3505,"5525c0b5646532002c380000",3177,3181,3407,9717,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9717,9.18163220783944,9717,0,0,0
"3506",3506,"5525c0b5646532002c380000",3100,3117,9601,12663,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12663,9.44643963445061,12663,1,0,1
"3507",3507,"5525c0b5646532002c380000",4897,5361,10671,13243,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13243,9.49122438992696,13243,0,0,0
"3508",3508,"5525c0b5646532002c380000",5825,5916,10591,NA,"Returning","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"3509",3509,"5525c0b5646532002c380000",1680,1685,2495,6779,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6779,8.82158487743096,6779,1,0,0
"3510",3510,"5525c0b5646532002c380000",2224,2273,3744,7404,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7404,8.90977567369339,7404,1,0,1
"3511",3511,"550a0d356235630024880000",6792,6828,16452,27281,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",27281,10.213945768177,27281,1,0,1
"3512",3512,"5525c0b5646532002c380000",5519,5529,12184,14979,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14979,9.61440449916872,14979,0,0,0
"3513",3513,"5525c0b5646532002c380000",1663,1667,1876,3297,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3297,8.10076824307173,3297,0,0,0
"3514",3514,"550a0d356235630024880000",NA,NA,33309,52595,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3515",3515,"5525c0b5646532002c380000",3428,3430,5141,7608,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7608,8.93695560422523,7608,0,0,0
"3516",3516,"5525c0b5646532002c380000",1481,1489,3313,8913,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",8913,9.09526616413072,8913,0,0,1
"3517",3517,"550a0d356235630024880000",2627,2640,12004,17027,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",17027,9.74255559842064,17027,1,0,1
"3518",3518,"5525c0b5646532002c380000",5850,5864,9609,14973,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14973,9.61400385813772,14973,0,0,0
"3519",3519,"5525c0b5646532002c380000",3589,3591,4366,6279,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6279,8.74496601111411,6279,0,0,0
"3520",3520,"550a0d356235630024880000",6505,8046,18511,20528,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20528,9.92954508685542,20528,1,0,1
"3521",3521,"550a0d356235630024880000",11425,11633,NA,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"3522",3522,"550a0d356235630024880000",3259,4218,12116,14804,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14804,9.60265269350605,14804,1,0,0
"3523",3523,"550a0d356235630024880000",2010,2017,2524,14049,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14049,9.55030649785165,14049,1,0,0
"3524",3524,"550a0d356235630024880000",9889,10100,19489,32146,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",32146,10.3780433051291,32146,1,0,0
"3525",3525,"5525c0b5646532002c380000",2353,2356,5155,9388,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9388,9.14718755697091,9388,0,0,0
"3526",3526,"5525c0b5646532002c380000",6540,7947,16614,20708,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",20708,9.93827537802179,20708,0,0,0
